2667	O43526	KCNQ2_HUMAN	reviewed	Potassium voltage-gated channel subfamily KQT member 2 (KQT-like 2) (Neuroblastoma-specific potassium channel subunit alpha KvLQT2) (Voltage-gated potassium channel subunit Kv7.2)	KCNQ2	Homo sapiens (Human)	872
2668	Q02293	FNTB_RAT	reviewed	Protein farnesyltransferase subunit beta (FTase-beta) (EC 2.5.1.58) (CAAX farnesyltransferase subunit beta) (Ras proteins prenyltransferase subunit beta)	Fntb	Rattus norvegicus (Rat)	437
2669	P0AD64	BLA1_KLEPN	reviewed	Beta-lactamase SHV-1 (EC 3.5.2.6) (PIT-2)	bla shv1	Klebsiella pneumoniae	286
2670	P0A9C5	GLNA_ECOLI	reviewed	Glutamine synthetase (EC 6.3.1.2) (Glutamate--ammonia ligase)	glnA b3870 JW3841	Escherichia coli (strain K12)	469
2671	P02554	TBB_PIG	reviewed	Tubulin beta chain (Beta-tubulin)		Sus scrofa (Pig)	445
2672	P07437	TBB5_HUMAN	reviewed	Tubulin beta chain (Tubulin beta-5 chain)	TUBB TUBB5 OK/SW-cl.56	Homo sapiens (Human)	444
2673	P83888	TBG1_RAT	reviewed	Tubulin gamma-1 chain (Gamma-1-tubulin) (Gamma-tubulin complex component 1) (GCP-1)	Tubg1 Tubg	Rattus norvegicus (Rat)	451
2674	Q3KRE8	TBB2B_RAT	reviewed	Tubulin beta-2B chain (T beta-15)	Tubb2b Tubb2a	Rattus norvegicus (Rat)	445
2675	Q4QRB4	TBB3_RAT	reviewed	Tubulin beta-3 chain (Neuron-specific class III beta-tubulin)	Tubb3	Rattus norvegicus (Rat)	450
2676	Q71U36	TBA1A_HUMAN	reviewed	Tubulin alpha-1A chain (Alpha-tubulin 3) (Tubulin B-alpha-1) (Tubulin alpha-3 chain)	TUBA1A TUBA3	Homo sapiens (Human)	451
2677	A0R666	ETHR_MYCS2	reviewed	HTH-type transcriptional regulator EthR	ethR MSMEG_6441 MSMEI_6273	Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)	217
2678	P08138	TNR16_HUMAN	reviewed	Tumor necrosis factor receptor superfamily member 16 (Gp80-LNGFR) (Low affinity neurotrophin receptor p75NTR) (Low-affinity nerve growth factor receptor) (NGF receptor) (p75 ICD) (CD antigen CD271)	NGFR TNFRSF16	Homo sapiens (Human)	427
2679	P49641	MA2A2_HUMAN	reviewed	Alpha-mannosidase 2x (EC 3.2.1.114) (Alpha-mannosidase IIx) (Man IIx) (Mannosidase alpha class 2A member 2) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)	MAN2A2 MANA2X	Homo sapiens (Human)	1150
2680	Q16706	MA2A1_HUMAN	reviewed	Alpha-mannosidase 2 (EC 3.2.1.114) (Golgi alpha-mannosidase II) (AMan II) (Man II) (Mannosidase alpha class 2A member 1) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)	MAN2A1 MANA2	Homo sapiens (Human)	1144
2681	Q9UKM7	MA1B1_HUMAN	reviewed	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase (EC 3.2.1.113) (ER alpha-1,2-mannosidase) (ER mannosidase 1) (ERMan1) (Man9GlcNAc2-specific-processing alpha-mannosidase) (Mannosidase alpha class 1B member 1)	MAN1B1 UNQ747/PRO1477	Homo sapiens (Human)	699
2682	Q9Y2E5	MA2B2_HUMAN	reviewed	Epididymis-specific alpha-mannosidase (EC 3.2.1.24) (Mannosidase alpha class 2B member 2)	MAN2B2 KIAA0935	Homo sapiens (Human)	1009
2683	Q8VD48	DHRS9_RAT	reviewed	Dehydrogenase/reductase SDR family member 9 (EC 1.1.-.-) (3-alpha hydroxysteroid dehydrogenase) (3-alpha-HSD) (Short-chain dehydrogenase/reductase retSDR8)	Dhrs9	Rattus norvegicus (Rat)	319
2684	Q6ZVD8	PHLP2_HUMAN	reviewed	PH domain leucine-rich repeat-containing protein phosphatase 2 (EC 3.1.3.16) (PH domain leucine-rich repeat-containing protein phosphatase-like) (PHLPP-like)	PHLPP2 KIAA0931 PHLPPL	Homo sapiens (Human)	1323
2685	P80147	GABT_PIG	reviewed	4-aminobutyrate aminotransferase, mitochondrial (EC 2.6.1.19) ((S)-3-amino-2-methylpropionate transaminase) (EC 2.6.1.22) (GABA aminotransferase) (GABA-AT) (Gamma-amino-N-butyrate transaminase) (GABA transaminase) (GABA-T) (L-AIBAT)	ABAT GABAT	Sus scrofa (Pig)	500
2686	Q7Z1V1	CP51_TRYCC	reviewed	Sterol 14-alpha demethylase (Tc14DM) (EC 1.14.13.70) (Cytochrome P450 51) (Lanosterol 14-alpha demethylase)	CYP51 Tc00.1047053506297.260 Tc00.1047053510101.50	Trypanosoma cruzi (strain CL Brener)	481
2687	P15374	UCHL3_HUMAN	reviewed	Ubiquitin carboxyl-terminal hydrolase isozyme L3 (UCH-L3) (EC 3.4.19.12) (Ubiquitin thioesterase L3)	UCHL3	Homo sapiens (Human)	230
2688	Q6P6W3	HDAC3_RAT	reviewed	Histone deacetylase 3 (HD3) (EC 3.5.1.98)	Hdac3	Rattus norvegicus (Rat)	428
2689	Q99P96	HDAC7_RAT	reviewed	Histone deacetylase 7 (HD7) (EC 3.5.1.98) (Histone deacetylase 7A) (HD7a) (Fragment)	Hdac7 Hdac7a	Rattus norvegicus (Rat)	238
2690	Q99P99	HDAC4_RAT	reviewed	Histone deacetylase 4 (HD4) (EC 3.5.1.98)	Hdac4	Rattus norvegicus (Rat)	1077
2691	P21281	VATB2_HUMAN	reviewed	V-type proton ATPase subunit B, brain isoform (V-ATPase subunit B 2) (Endomembrane proton pump 58 kDa subunit) (HO57) (Vacuolar proton pump subunit B 2)	ATP6V1B2 ATP6B2 VPP3	Homo sapiens (Human)	511
2692	Q29010	EDNRA_PIG	reviewed	Endothelin-1 receptor (Endothelin A receptor) (ET-A) (ET-AR)	EDNRA	Sus scrofa (Pig)	427
2693	P16092	FGFR1_MOUSE	reviewed	Fibroblast growth factor receptor 1 (FGFR-1) (bFGF-R-1) (EC 2.7.10.1) (Basic fibroblast growth factor receptor 1) (MFR) (Proto-oncogene c-Fgr) (CD antigen CD331)	Fgfr1 Flg	Mus musculus (Mouse)	822
2694	P21803	FGFR2_MOUSE	reviewed	Fibroblast growth factor receptor 2 (FGFR-2) (EC 2.7.10.1) (Keratinocyte growth factor receptor) (KGFR) (CD antigen CD332)	Fgfr2 Bek Ect1	Mus musculus (Mouse)	821
2695	P41241	CSK_MOUSE	reviewed	Tyrosine-protein kinase CSK (EC 2.7.10.2) (C-Src kinase) (Protein-tyrosine kinase MPK-2) (p50CSK)	Csk	Mus musculus (Mouse)	450
2696	P35991	BTK_MOUSE	reviewed	Tyrosine-protein kinase BTK (EC 2.7.10.2) (Agammaglobulinemia tyrosine kinase) (ATK) (B-cell progenitor kinase) (BPK) (Bruton tyrosine kinase) (Kinase EMB)	Btk Bpk	Mus musculus (Mouse)	659
2697	Q16644	MAPK3_HUMAN	reviewed	MAP kinase-activated protein kinase 3 (MAPK-activated protein kinase 3) (MAPKAP kinase 3) (MAPKAP-K3) (MAPKAPK-3) (MK-3) (EC 2.7.11.1) (Chromosome 3p kinase) (3pK)	MAPKAPK3	Homo sapiens (Human)	382
2698	P00326	ADH1G_HUMAN	reviewed	Alcohol dehydrogenase 1C (EC 1.1.1.1) (Alcohol dehydrogenase subunit gamma)	ADH1C ADH3	Homo sapiens (Human)	375
2699	P00327	ADH1E_HORSE	reviewed	Alcohol dehydrogenase E chain (EC 1.1.1.1)		Equus caballus (Horse)	375
2700	P00328	ADH1S_HORSE	reviewed	Alcohol dehydrogenase S chain (EC 1.1.1.1)		Equus caballus (Horse)	374
2701	Q62666	VACHT_RAT	reviewed	Vesicular acetylcholine transporter (VAChT) (rVAT) (Solute carrier family 18 member 3)	Slc18a3 Vacht Vat	Rattus norvegicus (Rat)	530
2702	Q12851	M4K2_HUMAN	reviewed	Mitogen-activated protein kinase kinase kinase kinase 2 (EC 2.7.11.1) (B lymphocyte serine/threonine-protein kinase) (Germinal center kinase) (GC kinase) (MAPK/ERK kinase kinase kinase 2) (MEK kinase kinase 2) (MEKKK 2) (Rab8-interacting protein)	MAP4K2 GCK RAB8IP	Homo sapiens (Human)	820
2703	Q9BVJ7	DUS23_HUMAN	reviewed	Dual specificity protein phosphatase 23 (EC 3.1.3.16) (EC 3.1.3.48) (Low molecular mass dual specificity phosphatase 3) (LDP-3) (VH1-like phosphatase Z)	DUSP23 LDP3 VHZ	Homo sapiens (Human)	150
2704	Q9H1R2	DUS15_HUMAN	reviewed	Dual specificity protein phosphatase 15 (EC 3.1.3.16) (EC 3.1.3.48) (VH1-related member Y) (Vaccinia virus VH1-related dual-specific protein phosphatase Y)	DUSP15 C20orf57 VHY	Homo sapiens (Human)	295
2705	P09936	UCHL1_HUMAN	reviewed	Ubiquitin carboxyl-terminal hydrolase isozyme L1 (UCH-L1) (EC 3.4.19.12) (EC 6.-.-.-) (Neuron cytoplasmic protein 9.5) (PGP 9.5) (PGP9.5) (Ubiquitin thioesterase L1)	UCHL1	Homo sapiens (Human)	223
2706	P00530	FPS_FUJSV	reviewed	Tyrosine-protein kinase transforming protein Fps (EC 2.7.10.2)	V-FPS	Fujinami sarcoma virus	873
2707	P03126	VE6_HPV16	reviewed	Protein E6	E6	Human papillomavirus type 16	158
2708	P14210	HGF_HUMAN	reviewed	Hepatocyte growth factor (Hepatopoietin-A) (Scatter factor) (SF) [Cleaved into: Hepatocyte growth factor alpha chain; Hepatocyte growth factor beta chain]	HGF HPTA	Homo sapiens (Human)	728
2709	P62508	ERR3_HUMAN	reviewed	Estrogen-related receptor gamma (ERR gamma-2) (Estrogen receptor-related protein 3) (Nuclear receptor subfamily 3 group B member 3)	ESRRG ERR3 ERRG2 KIAA0832 NR3B3	Homo sapiens (Human)	458
2710	Q8C0L6	PAOX_MOUSE	reviewed	Peroxisomal N(1)-acetyl-spermine/spermidine oxidase (EC 1.5.3.13) (Polyamine oxidase)	Paox Pao	Mus musculus (Mouse)	504
2711	Q6GMR7	FAAH2_HUMAN	reviewed	Fatty-acid amide hydrolase 2 (EC 3.5.1.99) (Amidase domain-containing protein) (Anandamide amidohydrolase 2) (Oleamide hydrolase 2)	FAAH2 AMDD	Homo sapiens (Human)	532
2712	P07688	CATB_BOVIN	reviewed	Cathepsin B (EC 3.4.22.1) (BCSB) [Cleaved into: Cathepsin B light chain; Cathepsin B heavy chain]	CTSB	Bos taurus (Bovine)	335
2713	O15120	PLCB_HUMAN	reviewed	1-acyl-sn-glycerol-3-phosphate acyltransferase beta (EC 2.3.1.51) (1-acylglycerol-3-phosphate O-acyltransferase 2) (1-AGP acyltransferase 2) (1-AGPAT 2) (Lysophosphatidic acid acyltransferase beta) (LPAAT-beta)	AGPAT2	Homo sapiens (Human)	278
2714	Q12772	SRBP2_HUMAN	reviewed	Sterol regulatory element-binding protein 2 (SREBP-2) (Class D basic helix-loop-helix protein 2) (bHLHd2) (Sterol regulatory element-binding transcription factor 2) [Cleaved into: Processed sterol regulatory element-binding protein 2]	SREBF2 BHLHD2 SREBP2	Homo sapiens (Human)	1141
2715	O15427	MOT4_HUMAN	reviewed	Monocarboxylate transporter 4 (MCT 4) (Solute carrier family 16 member 3)	SLC16A3 MCT4	Homo sapiens (Human)	465
2716	P0A031	FTSZ_STAAU	reviewed	Cell division protein FtsZ	ftsZ	Staphylococcus aureus	390
2717	P08319	ADH4_HUMAN	reviewed	Alcohol dehydrogenase 4 (EC 1.1.1.1) (Alcohol dehydrogenase class II pi chain)	ADH4	Homo sapiens (Human)	380
2718	P10236	PRIM_HHV11	reviewed	DNA primase (EC 2.7.7.-)	UL52	Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)	1058
2719	O60779	S19A2_HUMAN	reviewed	Thiamine transporter 1 (ThTr-1) (ThTr1) (Solute carrier family 19 member 2) (Thiamine carrier 1) (TC1)	SLC19A2 THT1 TRMA	Homo sapiens (Human)	497
2720	P0AEK4	FABI_ECOLI	reviewed	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI (ENR) (EC 1.3.1.9) (NADH-dependent enoyl-ACP reductase)	fabI envM b1288 JW1281	Escherichia coli (strain K12)	262
2721	Q9WUL0	TOP1_RAT	reviewed	DNA topoisomerase 1 (EC 5.99.1.2) (DNA topoisomerase I)	Top1	Rattus norvegicus (Rat)	767
2722	Q9Y3Q0	NALD2_HUMAN	reviewed	N-acetylated-alpha-linked acidic dipeptidase 2 (EC 3.4.17.21) (Glutamate carboxypeptidase III) (GCPIII) (N-acetylated-alpha-linked acidic dipeptidase II) (NAALADase II)	NAALAD2	Homo sapiens (Human)	740
2723	P53985	MOT1_HUMAN	reviewed	Monocarboxylate transporter 1 (MCT 1) (Solute carrier family 16 member 1)	SLC16A1 MCT1	Homo sapiens (Human)	500
2724	Q63118	CALRL_RAT	reviewed	Calcitonin gene-related peptide type 1 receptor (CGRP type 1 receptor) (Calcitonin receptor-like receptor)	Calcrl Cgrpr	Rattus norvegicus (Rat)	464
2725	O15197	EPHB6_HUMAN	reviewed	Ephrin type-B receptor 6 (HEP) (Tyrosine-protein kinase-defective receptor EPH-6)	EPHB6	Homo sapiens (Human)	1021
2726	P49764	PLGF_MOUSE	reviewed	Placenta growth factor (PlGF)	Pgf Plgf	Mus musculus (Mouse)	158
2727	A8MPY1	GBRR3_HUMAN	reviewed	Gamma-aminobutyric acid receptor subunit rho-3 (GABA(A) receptor subunit rho-3) (GABA(C) receptor)	GABRR3	Homo sapiens (Human)	467
2728	P28476	GBRR2_HUMAN	reviewed	Gamma-aminobutyric acid receptor subunit rho-2 (GABA(A) receptor subunit rho-2) (GABA(C) receptor)	GABRR2	Homo sapiens (Human)	465
2729	P45352	TYSY_RAT	reviewed	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	Tyms	Rattus norvegicus (Rat)	307
2730	Q9BZP6	CHIA_HUMAN	reviewed	Acidic mammalian chitinase (AMCase) (EC 3.2.1.14) (Lung-specific protein TSA1902)	CHIA	Homo sapiens (Human)	476
2731	P37340	MDTK_ECOLI	reviewed	Multidrug resistance protein MdtK (Multidrug-efflux transporter)	mdtK norE norM ydhE b1663 JW1655	Escherichia coli (strain K12)	457
2732	P23791	SL9A1_RABIT	reviewed	Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)	SLC9A1 NHE1	Oryctolagus cuniculus (Rabbit)	816
2733	P26432	SL9A3_RABIT	reviewed	Sodium/hydrogen exchanger 3 (Na(+)/H(+) exchanger 3) (NHE-3) (Solute carrier family 9 member 3)	SLC9A3 NHE3	Oryctolagus cuniculus (Rabbit)	832
2734	P50482	SL9A2_RABIT	reviewed	Sodium/hydrogen exchanger 2 (Na(+)/H(+) exchanger 2) (NHE-2) (Solute carrier family 9 member 2)	SLC9A2 NHE2	Oryctolagus cuniculus (Rabbit)	809
2735	P01584	IL1B_HUMAN	reviewed	Interleukin-1 beta (IL-1 beta) (Catabolin)	IL1B IL1F2	Homo sapiens (Human)	269
2736	O14983	AT2A1_HUMAN	reviewed	Sarcoplasmic/endoplasmic reticulum calcium ATPase 1 (SERCA1) (SR Ca(2+)-ATPase 1) (EC 3.6.3.8) (Calcium pump 1) (Calcium-transporting ATPase sarcoplasmic reticulum type, fast twitch skeletal muscle isoform) (Endoplasmic reticulum class 1/2 Ca(2+) ATPase)	ATP2A1	Homo sapiens (Human)	1001
2737	P16615	AT2A2_HUMAN	reviewed	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 (SERCA2) (SR Ca(2+)-ATPase 2) (EC 3.6.3.8) (Calcium pump 2) (Calcium-transporting ATPase sarcoplasmic reticulum type, slow twitch skeletal muscle isoform) (Endoplasmic reticulum class 1/2 Ca(2+) ATPase)	ATP2A2 ATP2B	Homo sapiens (Human)	1042
2738	P32248	CCR7_HUMAN	reviewed	C-C chemokine receptor type 7 (C-C CKR-7) (CC-CKR-7) (CCR-7) (BLR2) (CDw197) (Epstein-Barr virus-induced G-protein coupled receptor 1) (EBI1) (EBV-induced G-protein coupled receptor 1) (MIP-3 beta receptor) (CD antigen CD197)	CCR7 CMKBR7 EBI1 EVI1	Homo sapiens (Human)	378
2739	P47866	CRFR2_RAT	reviewed	Corticotropin-releasing factor receptor 2 (CRF-R-2) (CRF-R2) (CRFR-2) (Corticotropin-releasing hormone receptor 2) (CRH-R-2) (CRH-R2)	Crhr2 Crf2r	Rattus norvegicus (Rat)	411
2740	Q9H7Z7	PGES2_HUMAN	reviewed	Prostaglandin E synthase 2 (Membrane-associated prostaglandin E synthase-2) (mPGE synthase-2) (Microsomal prostaglandin E synthase 2) (mPGES-2) (Prostaglandin-H(2) E-isomerase) (EC 5.3.99.3) [Cleaved into: Prostaglandin E synthase 2 truncated form]	PTGES2 C9orf15 PGES2	Homo sapiens (Human)	377
2741	P08648	ITA5_HUMAN	reviewed	Integrin alpha-5 (CD49 antigen-like family member E) (Fibronectin receptor subunit alpha) (Integrin alpha-F) (VLA-5) (CD antigen CD49e) [Cleaved into: Integrin alpha-5 heavy chain; Integrin alpha-5 light chain]	ITGA5 FNRA	Homo sapiens (Human)	1049
2742	P13500	CCL2_HUMAN	reviewed	C-C motif chemokine 2 (HC11) (Monocyte chemoattractant protein 1) (Monocyte chemotactic and activating factor) (MCAF) (Monocyte chemotactic protein 1) (MCP-1) (Monocyte secretory protein JE) (Small-inducible cytokine A2)	CCL2 MCP1 SCYA2	Homo sapiens (Human)	99
2743	Q62868	ROCK2_RAT	reviewed	Rho-associated protein kinase 2 (EC 2.7.11.1) (Rho-associated, coiled-coil-containing protein kinase 2) (Rho-associated, coiled-coil-containing protein kinase II) (ROCK-II) (RhoA-binding kinase 2) (p150 ROK-alpha) (ROKalpha) (p164 ROCK-2)	Rock2	Rattus norvegicus (Rat)	1388
2744	P35869	AHR_HUMAN	reviewed	Aryl hydrocarbon receptor (Ah receptor) (AhR) (Class E basic helix-loop-helix protein 76) (bHLHe76)	AHR BHLHE76	Homo sapiens (Human)	848
2745	O95263	PDE8B_HUMAN	reviewed	High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B (HsPDE8B) (EC 3.1.4.53) (Cell proliferation-inducing gene 22 protein)	PDE8B PIG22	Homo sapiens (Human)	885
2746	Q86TP1	PRUNE_HUMAN	reviewed	Protein prune homolog (hPrune) (EC 3.6.1.1) (Drosophila-related expressed sequence 17) (DRES-17) (DRES17) (HTcD37)	PRUNE	Homo sapiens (Human)	453
2747	P30550	GRPR_HUMAN	reviewed	Gastrin-releasing peptide receptor (GRP-R) (GRP-preferring bombesin receptor)	GRPR	Homo sapiens (Human)	384
2748	P0A6R0	FABH_ECOLI	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III) (EcFabH)	fabH b1091 JW1077	Escherichia coli (strain K12)	317
2749	Q6Y1R5	OXGR1_RAT	reviewed	2-oxoglutarate receptor 1 (Alpha-ketoglutarate receptor 1) (G-protein coupled receptor 80) (P2Y purinoceptor 15) (P2Y15)	Oxgr1 Gpr80 P2y15	Rattus norvegicus (Rat)	337
2750	P54577	SYYC_HUMAN	reviewed	Tyrosine--tRNA ligase, cytoplasmic (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS) [Cleaved into: Tyrosine--tRNA ligase, cytoplasmic, N-terminally processed]	YARS	Homo sapiens (Human)	528
2751	P00492	HPRT_HUMAN	reviewed	Hypoxanthine-guanine phosphoribosyltransferase (HGPRT) (HGPRTase) (EC 2.4.2.8)	HPRT1 HPRT	Homo sapiens (Human)	218
2752	P17516	AK1C4_HUMAN	reviewed	Aldo-keto reductase family 1 member C4 (EC 1.1.1.-) (3-alpha-HSD1) (3-alpha-hydroxysteroid dehydrogenase type I) (EC 1.1.1.357) (Chlordecone reductase) (CDR) (EC 1.1.1.225) (Dihydrodiol dehydrogenase 4) (DD-4) (DD4) (HAKRA)	AKR1C4 CHDR	Homo sapiens (Human)	323
2753	Q14697	GANAB_HUMAN	reviewed	Neutral alpha-glucosidase AB (EC 3.2.1.84) (Alpha-glucosidase 2) (Glucosidase II subunit alpha)	GANAB G2AN KIAA0088	Homo sapiens (Human)	944
2754	P10144	GRAB_HUMAN	reviewed	Granzyme B (EC 3.4.21.79) (C11) (CTLA-1) (Cathepsin G-like 1) (CTSGL1) (Cytotoxic T-lymphocyte proteinase 2) (Lymphocyte protease) (Fragmentin-2) (Granzyme-2) (Human lymphocyte protein) (HLP) (SECT) (T-cell serine protease 1-3E)	GZMB CGL1 CSPB CTLA1 GRB	Homo sapiens (Human)	247
2755	P04756	ACHA_MOUSE	reviewed	Acetylcholine receptor subunit alpha	Chrna1 Acra	Mus musculus (Mouse)	457
2756	P09690	ACHB_MOUSE	reviewed	Acetylcholine receptor subunit beta	Chrnb1 Acrb	Mus musculus (Mouse)	501
2757	P26664	POLG_HCV1	reviewed	Genome polyprotein [Cleaved into: Core protein p21 (Capsid protein C) (p21); Core protein p19; Envelope glycoprotein E1 (gp32) (gp35); Envelope glycoprotein E2 (NS1) (gp68) (gp70); p7; Protease NS2-3 (p23) (EC 3.4.22.-); Serine protease NS3 (EC 3.4.21.98) (EC 3.6.1.15) (EC 3.6.4.13) (Hepacivirin) (NS3P) (p70); Non-structural protein 4A (NS4A) (p8); Non-structural protein 4B (NS4B) (p27); Non-structural protein 5A (NS5A) (p56); RNA-directed RNA polymerase (EC 2.7.7.48) (NS5B) (p68)]		Hepatitis C virus genotype 1a (isolate 1) (HCV)	3011
2758	Q43077	AMO_PEA	reviewed	Primary amine oxidase (EC 1.4.3.21) (Amine oxidase [copper-containing])		Pisum sativum (Garden pea)	674
2759	P07379	PCKGC_RAT	reviewed	Phosphoenolpyruvate carboxykinase, cytosolic [GTP] (PEPCK-C) (EC 4.1.1.32)	Pck1	Rattus norvegicus (Rat)	622
2760	Q16822	PCKGM_HUMAN	reviewed	Phosphoenolpyruvate carboxykinase [GTP], mitochondrial (PEPCK-M) (EC 4.1.1.32)	PCK2 PEPCK2	Homo sapiens (Human)	640
2761	Q07806	PBPA_PSEAE	reviewed	Penicillin-binding protein 1A (PBP-1a) (PBP1a) [Includes: Penicillin-insensitive transglycosylase (EC 2.4.2.-) (Peptidoglycan TGase); Penicillin-sensitive transpeptidase (EC 3.4.-.-) (DD-transpeptidase)]	mrcA ponA PA5045	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)	822
2762	P80276	ALDR_PIG	reviewed	Aldose reductase (AR) (EC 1.1.1.21) (Aldehyde reductase)	AKR1B1 ALR2	Sus scrofa (Pig)	316
2763	Q9JMD7	SC5A7_RAT	reviewed	High affinity choline transporter 1 (Hemicholinium-3-sensitive choline transporter) (CHT) (Solute carrier family 5 member 7)	Slc5a7 Cht1	Rattus norvegicus (Rat)	580
2764	P20456	IMPA1_BOVIN	reviewed	Inositol monophosphatase 1 (IMP 1) (IMPase 1) (EC 3.1.3.25) (D-galactose 1-phosphate phosphatase) (EC 3.1.3.94) (Inositol-1(or 4)-monophosphatase 1) (Lithium-sensitive myo-inositol monophosphatase A1)	IMPA1 IMPA	Bos taurus (Bovine)	277
2765	Q8MU52	GST_PLAFA	reviewed	Glutathione S-transferase (EC 2.5.1.18) (PfGST)	GST	Plasmodium falciparum	211
2766	P14743	NMT_YEAST	reviewed	Glycylpeptide N-tetradecanoyltransferase (EC 2.3.1.97) (Cell division control protein 72) (Myristoyl-CoA:protein N-myristoyltransferase) (NMT) (Peptide N-myristoyltransferase)	NMT1 CDC72 YLR195C L8167.14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	455
2767	P05182	CP2E1_RAT	reviewed	Cytochrome P450 2E1 (EC 1.14.13.-) (4-nitrophenol 2-hydroxylase) (EC 1.14.13.n7) (CYPIIE1) (Cytochrome P450-J) (Cytochrome P450RLM6)	Cyp2e1 Cyp2e Cyp2e-1	Rattus norvegicus (Rat)	493
2768	P56740	FOLB_STAAU	reviewed	Dihydroneopterin aldolase (DHNA) (EC 4.1.2.25) (7,8-dihydroneopterin 2'-epimerase) (7,8-dihydroneopterin aldolase) (7,8-dihydroneopterin epimerase) (EC 5.1.99.-) (Dihydroneopterin epimerase)	folB	Staphylococcus aureus	121
2769	P52270	TPIS_TRYCR	reviewed	Triosephosphate isomerase, glycosomal (TIM) (Triose-phosphate isomerase) (EC 5.3.1.1)		Trypanosoma cruzi	251
2770	P22459	KCNA4_HUMAN	reviewed	Potassium voltage-gated channel subfamily A member 4 (HPCN2) (Voltage-gated K(+) channel HuKII) (Voltage-gated potassium channel HBK4) (Voltage-gated potassium channel HK1) (Voltage-gated potassium channel subunit Kv1.4)	KCNA4 KCNA4L	Homo sapiens (Human)	653
2771	P15387	KCNB1_RAT	reviewed	Potassium voltage-gated channel subfamily B member 1 (Delayed rectifier potassium channel 1) (DRK1) (Voltage-gated potassium channel subunit Kv2.1)	Kcnb1	Rattus norvegicus (Rat)	857
2772	P54283	CACB1_RAT	reviewed	Voltage-dependent L-type calcium channel subunit beta-1 (CAB1) (Calcium channel voltage-dependent subunit beta 1)	Cacnb1 Cacnlb1	Rattus norvegicus (Rat)	597
2773	P28715	ERCC5_HUMAN	reviewed	DNA repair protein complementing XP-G cells (EC 3.1.-.-) (DNA excision repair protein ERCC-5) (Xeroderma pigmentosum group G-complementing protein)	ERCC5 ERCM2 XPG XPGC	Homo sapiens (Human)	1186
2774	P39748	FEN1_HUMAN	reviewed	Flap endonuclease 1 (FEN-1) (EC 3.1.-.-) (DNase IV) (Flap structure-specific endonuclease 1) (Maturation factor 1) (MF1) (hFEN-1)	FEN1 RAD2	Homo sapiens (Human)	380
2775	P32211	ACM4_MOUSE	reviewed	Muscarinic acetylcholine receptor M4 (Mm4 mAChR)	Chrm4 Chrm-4	Mus musculus (Mouse)	479
2776	Q920H4	ACM5_MOUSE	reviewed	Muscarinic acetylcholine receptor M5	Chrm5	Mus musculus (Mouse)	532
2777	Q9ERZ3	ACM3_MOUSE	reviewed	Muscarinic acetylcholine receptor M3 (Mm3 mAChR)	Chrm3 Chrm-3	Mus musculus (Mouse)	589
2778	Q9BDS8	CCR3_MACFA	reviewed	C-C chemokine receptor type 3 (C-C CKR-3) (CC-CKR-3) (CCR-3) (CCR3) (CKR3) (CD antigen CD193)	CCR3 CMKBR3	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	355
2779	P42677	RS27_HUMAN	reviewed	40S ribosomal protein S27 (Metallopan-stimulin 1) (MPS-1)	RPS27 MPS1	Homo sapiens (Human)	84
2780	P35383	P2RY2_MOUSE	reviewed	P2Y purinoceptor 2 (P2Y2) (ATP receptor) (P2U purinoceptor 1) (P2U1) (Purinergic receptor)	P2ry2 P2ru1	Mus musculus (Mouse)	373
2781	O00217	NDUS8_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial (EC 1.6.5.3) (EC 1.6.99.3) (Complex I-23kD) (CI-23kD) (NADH-ubiquinone oxidoreductase 23 kDa subunit) (TYKY subunit)	NDUFS8	Homo sapiens (Human)	210
2782	O00483	NDUA4_HUMAN	reviewed	Cytochrome c oxidase subunit NDUFA4 (Complex I-MLRQ) (CI-MLRQ) (NADH-ubiquinone oxidoreductase MLRQ subunit)	NDUFA4	Homo sapiens (Human)	81
2783	O43674	NDUB5_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial (Complex I-SGDH) (CI-SGDH) (NADH-ubiquinone oxidoreductase SGDH subunit)	NDUFB5	Homo sapiens (Human)	189
