Index	HGNC	Symbol	UniProt	Chromosome
11868	HGNC:20074	PAN2	Q504Q3 PAN2 poly(A) specific ribonuclease subunit homolog (S. cerevisiae)	12q13.2
11869	HGNC:20075	USP46	P62068 ubiquitin specific peptidase 46	4q12
11870	HGNC:20076	USP47	Q96K76 ubiquitin specific peptidase 47	11p15.2
11871	HGNC:20078	USP49	Q70CQ1 ubiquitin specific peptidase 49	6p12.1
11872	HGNC:20079	USP50	Q70EL3 ubiquitin specific peptidase 50	15q21.1
11873	HGNC:20080	USP45	Q70EL2 ubiquitin specific peptidase 45	6q16.2
11874	HGNC:20081	IGFBPL1	Q8WX77 insulin-like growth factor binding protein-like 1	9p12
11875	HGNC:20082	DDX51	Q8N8A6 DEAD (Asp-Glu-Ala-Asp) box polypeptide 51	12q24.33
11876	HGNC:20083	DDX53	Q86TM3 DEAD (Asp-Glu-Ala-Asp) box polypeptide 53	Xp22.13
11877	HGNC:20084	DDX54	Q8TDD1 DEAD (Asp-Glu-Ala-Asp) box polypeptide 54	12q24.11
11878	HGNC:20085	DDX55	Q8NHQ9 DEAD (Asp-Glu-Ala-Asp) box polypeptide 55	12q24.31
11879	HGNC:20086	DHX57	Q6P158 DEAH (Asp-Glu-Ala-Asp/His) box polypeptide 57	2p22.3
11880	HGNC:20087	TTC8	Q8TAM2 tetratricopeptide repeat domain 8	14q31.3
11881	HGNC:20088	GPR142	Q7Z601 G protein-coupled receptor 142	17q25.2
11882	HGNC:20090	DNAJC1	Q96KC8 DnaJ (Hsp40) homolog, subfamily C, member 1	10p11.23
11883	HGNC:20091	AK7	Q96M32 adenylate kinase 7	14q32.31
11884	HGNC:20092	ATF7IP	Q6VMQ6 activating transcription factor 7 interacting protein	12p13.1
11885	HGNC:20093	ADSSL1	Q8N142 adenylosuccinate synthase like 1	14q32.33
11886	HGNC:20096	ANKRD9	Q96BM1 ankyrin repeat domain 9	14q32.33
11887	HGNC:20097	PPP1R36	Q96LQ0 protein phosphatase 1, regulatory subunit 36	14q23.2
11888	HGNC:20099	CHURC1	Q8WUH1 churchill domain containing 1	14q23.3
11889	HGNC:20101	FAM71D	Q8N9W8 family with sequence similarity 71, member D	14q23.3
11890	HGNC:20105	FLVCR2	Q9UPI3 feline leukemia virus subgroup C cellular receptor family, member 2	14q24.3
11891	HGNC:20106	ZDHHC22	Q8N966 zinc finger, DHHC-type containing 22	14q24.3
11892	HGNC:20113	DEGS2	Q6QHC5 delta(4)-desaturase, sphingolipid 2	14q32.2
11893	HGNC:20115	SLC25A47	Q6Q0C1 solute carrier family 25, member 47	14q32.2
11894	HGNC:20116	SLC25A29	Q8N8R3 solute carrier family 25 (mitochondrial carnitine/acylcarnitine carrier), member 29	14q32.2
11895	HGNC:20120	EXOC3L4	Q17RC7 exocyst complex component 3-like 4	14q32.32
11896	HGNC:20122	TDRD9	Q8NDG6 tudor domain containing 9	14q32.33
11897	HGNC:20123	ASPG	Q86U10 asparaginase homolog (S. cerevisiae)	14q32.33
11898	HGNC:20125	AHNAK2	Q8IVF2 AHNAK nucleoprotein 2	14q32.33
11899	HGNC:20126	C14orf79	Q96F83 chromosome 14 open reading frame 79	14q32.33
11900	HGNC:20127	C14orf80	Q86SX3 chromosome 14 open reading frame 80	14q32.33
11901	HGNC:20130	TMEM229B	Q8NBD8 transmembrane protein 229B	14q23.3-q24.1
11902	HGNC:20134	GLRX5	Q86SX6 glutaredoxin 5	14q32.2
11903	HGNC:20137	TMEM179	Q6ZVK1 transmembrane protein 179	14q32.33
11904	HGNC:20141	NUDT14	O95848 nudix (nucleoside diphosphate linked moiety X)-type motif 14	14q32.33
11905	HGNC:20144	ZNF410	Q86VK4 zinc finger protein 410	14q24.3
11906	HGNC:20145	GPR143	P51810 G protein-coupled receptor 143	Xp22.3
11907	HGNC:20146	CBLN3	Q6UW01 cerebellin 3 precursor	14q12
11908	HGNC:20147	CYB5R4	Q7L1T6 cytochrome b5 reductase 4	6q14.2
11909	HGNC:20148	PLEKHD1	A6NEE1 pleckstrin homology domain containing, family D (with coiled-coil domains) member 1	14q24.1
11910	HGNC:20149	PTGR2	Q8N8N7 prostaglandin reductase 2	14q24.1-q24.2
11911	HGNC:20150	RAB15	P59190 RAB15, member RAS oncogene family	14q23.2
11912	HGNC:20151	SLC17A8	Q8NDX2 solute carrier family 17 (vesicular glutamate transporter), member 8	12q23.1
11913	HGNC:20152	ZFHX2	Q9C0A1 zinc finger homeobox 2	14q11.2
11914	HGNC:20153	CHD8	Q9HCK8 chromodomain helicase DNA binding protein 8	14q11.2
11915	HGNC:20154	ABHD4	Q8TB40 abhydrolase domain containing 4	14q11.1
11916	HGNC:20155	RBM23	Q86U06 RNA binding motif protein 23	14q11.1
11917	HGNC:20156	JPH4	Q96JJ6 junctophilin 4	14q11
11918	HGNC:20157	HECTD1	Q9ULT8 HECT domain containing E3 ubiquitin protein ligase 1	14q12
11919	HGNC:20161	TOX4	O94842 TOX high mobility group box family member 4	14q11.2
11920	HGNC:20162	C14orf93	Q9H972 chromosome 14 open reading frame 93	14q11.1
11921	HGNC:20163	HAUS4	Q9H6D7 HAUS augmin-like complex, subunit 4	14q11.1
11922	HGNC:20164	HOMEZ	Q8IX15 homeobox and leucine zipper encoding	14q11.2
11923	HGNC:20165	NYNRIN	Q9P2P1 NYN domain and retroviral integrase containing	14q11.2
11924	HGNC:20166	KHNYN	O15037 KH and NYN domain containing	14q11.2
11925	HGNC:20173	TMEM183A	Q8IXX5 transmembrane protein 183A	1q31.1
11926	HGNC:20174	ASUN	Q9NVM9 asunder spermatogenesis regulator	12p12.3
11927	HGNC:20175	GOLT1B	Q9Y3E0 golgi transport 1B	12p13.1
11928	HGNC:20178	MYPOP	Q86VE0 Myb-related transcription factor, partner of profilin	19q13.32
11929	HGNC:20182	SLC39A9	Q9NUM3 solute carrier family 39, member 9	14q24.1
11930	HGNC:20184	JKAMP	Q9P055 JNK1/MAPK8-associated membrane protein	14q22.3
11931	HGNC:20185	TMEM260	Q9NX78 transmembrane protein 260	14q22.2
11932	HGNC:20186	NRDE2	Q9H7Z3 NRDE-2, necessary for RNA interference, domain containing	14q32.11
11933	HGNC:20187	ATG2B	Q96BY7 autophagy related 2B	14q32.31
11934	HGNC:20188	DNAAF2	Q9NVR5 dynein, axonemal, assembly factor 2	14q21.3
11935	HGNC:20189	C14orf105	Q9NVL8 chromosome 14 open reading frame 105	14q22.2
11936	HGNC:20190	MIS18BP1	Q6P0N0 MIS18 binding protein 1	14q21.1
11937	HGNC:20192	AP5M1	Q9H0R1 adaptor-related protein complex 5, mu 1 subunit	14q22.2
11938	HGNC:20193	HFM1	A2PYH4 HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae)	1p22.2
11939	HGNC:20194	POLR1C	O15160 polymerase (RNA) I polypeptide C, 30kDa	6p21.1
11940	HGNC:20197	SLC35C1	Q96A29 solute carrier family 35 (GDP-fucose transporter), member C1	11p11.2
11941	HGNC:20201	FBXO34	Q9NWN3 F-box protein 34	14q22.1
11942	HGNC:20202	CACNA2D4	Q7Z3S7 calcium channel, voltage-dependent, alpha 2/delta subunit 4	12p13.33
11943	HGNC:20203	NOSTRIN	Q8IVI9 nitric oxide synthase trafficking	2q31.1
11944	HGNC:20207	B3GALTL	Q6Y288 beta 1,3-galactosyltransferase-like	13q12.3
11945	HGNC:20208	PEX11G	Q96HA9 peroxisomal biogenesis factor 11 gamma	19p13.2
11946	HGNC:20210	GPATCH2L	Q9NWQ4 G patch domain containing 2-like	14q24.3
11947	HGNC:20213	COX16	Q9P0S2 COX16 cytochrome c oxidase assembly homolog (S. cerevisiae)	14q24.2
11948	HGNC:20217	EXD2	Q9NVH0 exonuclease 3'-5' domain containing 2	14q24.1
11949	HGNC:20218	TMEM251	Q8N6I4 transmembrane protein 251	14q32.12
11950	HGNC:20219	SMEK1	Q6IN85 SMEK homolog 1, suppressor of mek1 (Dictyostelium)	14q32.12
11951	HGNC:20220	FCF1	Q9Y324 FCF1 rRNA-processing protein	14q24.2
11952	HGNC:20222	RPS6KL1	Q9Y6S9 ribosomal protein S6 kinase-like 1	14q24.2
11953	HGNC:20223	VRTN	Q9H8Y1 vertebrae development associated	14q24.2
11954	HGNC:20224	DCAF5	Q96JK2 DDB1 and CUL4 associated factor 5	14q23-q24.1
11955	HGNC:20225	DPF1	Q92782 D4, zinc and double PHD fingers family 1	19q13.12
11956	HGNC:20226	KIF26A	Q9ULI4 kinesin family member 26A	14q32.33
11957	HGNC:20229	DCAF4	Q8WV16 DDB1 and CUL4 associated factor 4	14q24.3
11958	HGNC:20231	KLHDC2	Q9Y2U9 kelch domain containing 2	14q21.3
11959	HGNC:20232	VGLL2	Q8N8G2 vestigial like 2 (Drosophila)	6q22.31
11960	HGNC:20233	COQ6	Q9Y2Z9 coenzyme Q6 monooxygenase	14q24.1
11961	HGNC:20234	EVL	Q9UI08 Enah/Vasp-like	14q32.32
11962	HGNC:20237	CRB3	Q9BUF7 crumbs homolog 3 (Drosophila)	19p13.3
11963	HGNC:20239	FNDC4	Q9H6D8 fibronectin type III domain containing 4	2p23.3
11964	HGNC:20240	FNDC5	Q8NAU1 fibronectin type III domain containing 5	1p34.3
11965	HGNC:20243	CYP2W1	Q8TAV3 cytochrome P450, family 2, subfamily W, polypeptide 1	7p22.3
11966	HGNC:20244	CYP4X1	Q8N118 cytochrome P450, family 4, subfamily X, polypeptide 1	1p33
11967	HGNC:20246	RAB2B	Q8WUD1 RAB2B, member RAS oncogene family	14q11.1
11968	HGNC:20247	MEPCE	Q7L2J0 methylphosphate capping enzyme	7q22.1
11969	HGNC:20248	REM2	Q8IYK8 RAS (RAD and GEM)-like GTP binding 2	14q11.2
11970	HGNC:20249	SPRED1	Q7Z699 sprouty-related, EVH1 domain containing 1	15q14
11971	HGNC:20250	AJUBA	Q96IF1 ajuba LIM protein	14q11.2
11972	HGNC:20253	GCSAM	Q8N6F7 germinal center-associated, signaling and motility	3q13.13
11973	HGNC:20254	MGRN1	O60291 mahogunin ring finger 1, E3 ubiquitin protein ligase	16p13
11974	HGNC:20255	SFMBT1	Q9UHJ3 Scm-like with four mbt domains 1	3p21.31
11975	HGNC:20256	SFMBT2	Q5VUG0 Scm-like with four mbt domains 2	10p15.1
11976	HGNC:20258	DCAF11	Q8TEB1 DDB1 and CUL4 associated factor 11	14q11.2
11977	HGNC:20259	ZBTB1	Q9Y2K1 zinc finger and BTB domain containing 1	14q23.3
11978	HGNC:20260	SEC22A	Q96IW7 SEC22 vesicle trafficking protein homolog A (S. cerevisiae)	3q21.1
11979	HGNC:20261	NUPL1	Q9BVL2 nucleoporin like 1	13q12.12
11980	HGNC:20262	SKA3	Q8IX90 spindle and kinetochore associated complex subunit 3	13q11
11981	HGNC:20263	SETDB2	Q96T68 SET domain, bifurcated 2	13q14
11982	HGNC:20264	LRRC10	Q5BKY1 leucine rich repeat containing 10	12q15
11983	HGNC:20265	ANKRD10	Q9NXR5 ankyrin repeat domain 10	13q33.3
11984	HGNC:20266	ALG5	Q9Y673 ALG5, dolichyl-phosphate beta-glucosyltransferase	13q13.1
11985	HGNC:20267	TTC9	Q92623 tetratricopeptide repeat domain 9	14q24.1
11986	HGNC:20270	C14orf119	Q9NWQ9 chromosome 14 open reading frame 119	14q11.2
11987	HGNC:20271	NGDN	Q8NEJ9 neuroguidin, EIF4E binding protein	14q11.2
11988	HGNC:20272	LRRC16B	Q8ND23 leucine rich repeat containing 16B	14q11.2-q12
11989	HGNC:20273	EMC9	Q9Y3B6 ER membrane protein complex subunit 9	14q12
11990	HGNC:20274	CHMP4A	Q9BY43 charged multivesicular body protein 4A	14q12
11991	HGNC:20275	SDR39U1	Q9NRG7 short chain dehydrogenase/reductase family 39U, member 1	14q12
11992	HGNC:20276	HEATR5A	Q86XA9 HEAT repeat containing 5A	14q12
11993	HGNC:20277	DTD2	Q96FN9 D-tyrosyl-tRNA deacylase 2 (putative)	14q12
11994	HGNC:20278	NUBPL	Q8TB37 nucleotide binding protein-like	14q12
11995	HGNC:20284	SIPA1L1	O43166 signal-induced proliferation-associated 1 like 1	14q24.1
11996	HGNC:20286	TRIT1	Q9H3H1 tRNA isopentenyltransferase 1	1p34.2
11997	HGNC:20289	CSNK1A1L	Q8N752 casein kinase 1, alpha 1-like	13q13.2
11998	HGNC:20290	CAB39L	Q9H9S4 calcium binding protein 39-like	13q14.11
11999	HGNC:20291	PROSER1	Q86XN7 proline and serine rich 1	13q13.2
12000	HGNC:20292	CAB39	Q9Y376 calcium binding protein 39	2q37.1
12001	HGNC:20293	ABHD13	Q7L211 abhydrolase domain containing 13	13q33.2
12002	HGNC:20294	USPL1	Q5W0Q7 ubiquitin specific peptidase like 1	13q12-q14
12003	HGNC:20295	SLITRK5	O94991 SLIT and NTRK-like family, member 5	13q31.1
12004	HGNC:20296	FNDC3A	Q9Y2H6 fibronectin type III domain containing 3A	13q14.12
12005	HGNC:20297	SLITRK1	Q96PX8 SLIT and NTRK-like family, member 1	13q31.1
12006	HGNC:20298	GPALPP1	Q8IXQ4 GPALPP motifs containing 1	13q14.12
12007	HGNC:20299	CDADC1	Q9BWV3 cytidine and dCMP deaminase domain containing 1	13q14.11
12008	HGNC:20300	OIP5	O43482 Opa interacting protein 5	15q14
12009	HGNC:20301	SLC22A15	Q8IZD6 solute carrier family 22, member 15	1p12
12010	HGNC:20302	SLC22A16	Q86VW1 solute carrier family 22 (organic cation/carnitine transporter), member 16	6q21
12011	HGNC:20303	SLC30A8	Q8IWU4 solute carrier family 30 (zinc transporter), member 8	8q24.11
12012	HGNC:20304	C10orf105	Q8TEF2 chromosome 10 open reading frame 105	10q22.1
12013	HGNC:20305	SLC34A3	Q8N130 solute carrier family 34 (type II sodium/phosphate contransporter), member 3	9q34.3
12014	HGNC:20308	RNF219	Q5W0B1 ring finger protein 219	13q31.1
12015	HGNC:20309	LRCH1	Q9Y2L9 leucine-rich repeats and calponin homology (CH) domain containing 1	13q14.11
12016	HGNC:20310	GRTP1	Q5TC63 growth hormone regulated TBC protein 1	13q34
12017	HGNC:20311	CHAMP1	Q96JM3 chromosome alignment maintaining phosphoprotein 1	13q34
12018	HGNC:20312	VPS36	Q86VN1 vacuolar protein sorting 36 homolog (S. cerevisiae)	13q14.13
12019	HGNC:20313	PKHD1L1	Q86WI1 polycystic kidney and hepatic disease 1 (autosomal recessive)-like 1	8q23
12020	HGNC:20314	PRPF39	Q86UA1 pre-mRNA processing factor 39	14q21.1
12021	HGNC:20315	ATG10	Q9H0Y0 autophagy related 10	5q14.1
12022	HGNC:20316	TRPT1	Q86TN4 tRNA phosphotransferase 1	11q13
12023	HGNC:20318	SMOC1	Q9H4F8 SPARC related modular calcium binding 1	14q24.1
12024	HGNC:20320	PSPC1	Q8WXF1 paraspeckle component 1	13q11
12025	HGNC:20321	UTP14C	Q5TAP6 UTP14, U3 small nucleolar ribonucleoprotein, homolog C (yeast)	13q12.2-q13.3
12026	HGNC:20322	ZIC5	Q96T25 Zic family member 5	13q32.2
12027	HGNC:20323	SMOC2	Q9H3U7 SPARC related modular calcium binding 2	6q27
12028	HGNC:20324	TGDS	O95455 TDP-glucose 4,6-dehydratase	13q32.1
12029	HGNC:20325	DNAJC15	Q9Y5T4 DnaJ (Hsp40) homolog, subfamily C, member 15	13q14.1
12030	HGNC:20327	RBM26	Q5T8P6 RNA binding motif protein 26	13q31.1
12031	HGNC:20328	DCUN1D2	Q6PH85 DCN1, defective in cullin neddylation 1, domain containing 2	13q34
12032	HGNC:20329	TMCO3	Q6UWJ1 transmembrane and coiled-coil domains 3	13q34
12033	HGNC:20330	POMP	Q9Y244 proteasome maturation protein	13q12.13
12034	HGNC:20331	RASA3	Q14644 RAS p21 protein activator 3	13q34
12035	HGNC:20332	UPF3A	Q9H1J1 UPF3 regulator of nonsense transcripts homolog A (yeast)	13q34
12036	HGNC:20335	SCOC	Q9UIL1 short coiled-coil protein	4q28.3
12037	HGNC:20338	G2E3	Q7L622 G2/M-phase specific E3 ubiquitin protein ligase	14q12
12038	HGNC:20340	PRICKLE2	Q7Z3G6 prickle homolog 2 (Drosophila)	3p14.3
12039	HGNC:20341	ZDHHC14	Q8IZN3 zinc finger, DHHC-type containing 14	6q25.3
12040	HGNC:20342	ZDHHC15	Q96MV8 zinc finger, DHHC-type containing 15	Xq13.3
12041	HGNC:20343	GSKIP	Q9P0R6 GSK3B interacting protein	14q32.2
12042	HGNC:20344	UBR7	Q8N806 ubiquitin protein ligase E3 component n-recognin 7 (putative)	14q32.12
12043	HGNC:20345	ZNF839	A8K0R7 zinc finger protein 839	14q32.32
12044	HGNC:20346	C14orf132	Q9NPU4 chromosome 14 open reading frame 132	14q32.2
12045	HGNC:20347	VIPAS39	Q9H9C1 VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog	14q24.3-q31
12046	HGNC:20349	PCNXL4	Q63HM2 pecanex-like 4 (Drosophila)	14q23.1
12047	HGNC:20351	OTUB2	Q96DC9 OTU domain, ubiquitin aldehyde binding 2	14q32.13-q32.2
12048	HGNC:20352	VCPKMT	Q9H867 valosin containing protein lysine (K) methyltransferase	14q21.3
12049	HGNC:20354	ZC2HC1C	Q53FD0 zinc finger, C2HC-type containing 1C	14q24.3
12050	HGNC:20356	C14orf142	Q9BXV9 chromosome 14 open reading frame 142	14q32.12
12051	HGNC:20357	EFCAB11	Q9BUY7 EF-hand calcium binding domain 11	14q32.11
12052	HGNC:20359	CEP128	Q6ZU80 centrosomal protein 128kDa	14q31.1
12053	HGNC:20360	LRFN5	Q96NI6 leucine rich repeat and fibronectin type III domain containing 5	14q21.1
12054	HGNC:20361	SPTSSA	Q969W0 serine palmitoyltransferase, small subunit A	14q13.1
12055	HGNC:20362	CEP170B	Q9Y4F5 centrosomal protein 170B	14q32.33
12056	HGNC:20363	AREL1	O15033 apoptosis resistant E3 ubiquitin protein ligase 1	14q24.2
12057	HGNC:20364	PLEKHG3	A1L390 pleckstrin homology domain containing, family G (with RhoGef domain) member 3	14q23.3
12058	HGNC:20365	CIPC	Q9C0C6 CLOCK-interacting pacemaker	14q24.3
12059	HGNC:20366	SHISA2	Q6UWI4 shisa family member 2	13q12.13
12060	HGNC:20367	FRY	Q5TBA9 furry homolog (Drosophila)	13q13.1
12061	HGNC:20368	ZC3H13	Q5T200 zinc finger CCCH-type containing 13	13q14.11
12062	HGNC:20369	RGCC	Q9H4X1 regulator of cell cycle	13q14.11
12063	HGNC:20370	TEX29	Q8N6K0 testis expressed 29	13q34
12064	HGNC:20371	NDUFA11	Q86Y39 NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 11, 14.7kDa	19p13.3
12065	HGNC:20372	NDUFB11	Q9NX14 NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 11, 17.3kDa	Xp11.3
12066	HGNC:20373	SPG21	Q9NZD8 spastic paraplegia 21 (autosomal recessive, Mast syndrome)	15q21-q22
12067	HGNC:20374	GSX1	Q9H4S2 GS homeobox 1	13q12.2
12068	HGNC:20376	SUMF1	Q8NBK3 sulfatase modifying factor 1	3p26.1
12069	HGNC:20380	WFDC9	Q8NEX5 WAP four-disulfide core domain 9	20q13.12
12070	HGNC:20387	IMPACT	Q9P2X3 impact RWD domain protein	18q11.2-q12.1
12071	HGNC:20388	RETNLB	Q9BQ08 resistin like beta	3q13.1
12072	HGNC:20389	RETN	Q9HD89 resistin	19p13.2
12073	HGNC:20390	SQRDL	Q9Y6N5 sulfide quinone reductase-like (yeast)	15q21.1
12074	HGNC:20391	SULF1	Q8IWU6 sulfatase 1	8q13.1
12075	HGNC:20392	SULF2	Q8IWU5 sulfatase 2	20q13.12-q13.13
12076	HGNC:20393	ZIC4	Q8N9L1 Zic family member 4	3q24
12077	HGNC:20396	PILRA	Q9UKJ1 paired immunoglobin-like type 2 receptor alpha	7q22.1
12078	HGNC:20397	ATF7IP2	Q5U623 activating transcription factor 7 interacting protein 2	16p13.2
12079	HGNC:20398	TVP23A	A6NH52 trans-golgi network vesicle protein 23 homolog A (S. cerevisiae)	16p13.3
12080	HGNC:20399	TVP23B	Q9NYZ1 trans-golgi network vesicle protein 23 homolog B (S. cerevisiae)	17p11.2
12081	HGNC:20406	KRT6C	P48668 keratin 6C	12q13.13
12082	HGNC:20407	CALR3	Q96L12 calreticulin 3	19p13.11
12083	HGNC:20410	DQX1	Q8TE96 DEAQ box RNA-dependent ATPase 1	2p12
12084	HGNC:20411	KRT77	Q7Z794 keratin 77	12q13.13
12085	HGNC:20412	KRT20	P35900 keratin 20	17q21.2
12086	HGNC:20415	SUMF2	Q8NBJ7 sulfatase modifying factor 2	7q11.1
12087	HGNC:20418	PDS5B	Q9NTI5 PDS5, regulator of cohesion maintenance, homolog B (S. cerevisiae)	13q12.3
12088	HGNC:20419	LRRC14	Q15048 leucine rich repeat containing 14	8q24.3
12089	HGNC:20420	KIAA0226L	Q9H714 KIAA0226-like	13q14.11
12090	HGNC:20421	LNX2	Q8N448 ligand of numb-protein X 2	13q12.2
12091	HGNC:20422	POLR1D	Q9Y2S0 polymerase (RNA) I polypeptide D, 16kDa	13q12.2
12092	HGNC:20423	SPATA7	Q9P0W8 spermatogenesis associated 7	14q31.3
12093	HGNC:20427	MBIP	Q9NS73 MAP3K12 binding inhibitory protein 1	14q13.2
12094	HGNC:20429	ZNF676	Q8N7Q3 zinc finger protein 676	19p12
12095	HGNC:20434	TREML1	Q86YW5 triggering receptor expressed on myeloid cells-like 1	6p21.1
12096	HGNC:20436	ZAR1	Q86SH2 zygote arrest 1	4p11
12097	HGNC:20437	AHSA2	Q719I0 AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast)	2p14
12098	HGNC:20438	C14orf164	A8MTL3 chromosome 14 open reading frame 164	14q11.2
12099	HGNC:20439	UPF3B	Q9BZI7 UPF3 regulator of nonsense transcripts homolog B (yeast)	Xq25-q26
12100	HGNC:20440	LYPLAL1	Q5VWZ2 lysophospholipase-like 1	1q41
12101	HGNC:20441	S100A16	Q96FQ6 S100 calcium binding protein A16	1q21
12102	HGNC:20442	FBRS	Q9HAH7 fibrosin	16p11.2
12103	HGNC:20443	MTSS1	O43312 metastasis suppressor 1	8p22
12104	HGNC:20444	MBD5	Q9P267 methyl-CpG binding domain protein 5	2q23.2
12105	HGNC:20445	MBD6	Q96DN6 methyl-CpG binding domain protein 6	12q13.2
12106	HGNC:20448	PCP4L1	A6NKN8 Purkinje cell protein 4 like 1	1q23.3
12107	HGNC:20449	PADI6	Q6TGC4 peptidyl arginine deiminase, type VI	1p36.13
12108	HGNC:20450	BSX	Q3C1V8 brain-specific homeobox	11q24.1
12109	HGNC:20451	WDFY1	Q8IWB7 WD repeat and FYVE domain containing 1	2q36.2
12110	HGNC:20452	INSIG2	Q9Y5U4 insulin induced gene 2	2q14.1
12111	HGNC:20453	KLK15	Q9H2R5 kallikrein-related peptidase 15	19q13.4
12112	HGNC:20454	POLR1B	Q9H9Y6 polymerase (RNA) I polypeptide B, 128kDa	2q13
12113	HGNC:20455	CHFR	Q96EP1 checkpoint with forkhead and ring finger domains, E3 ubiquitin protein ligase	12q24.33
12114	HGNC:20456	TRAF7	Q6Q0C0 TNF receptor-associated factor 7, E3 ubiquitin protein ligase	16p13.3
12115	HGNC:20457	RNF144A	P50876 ring finger protein 144A	2p25.2
12116	HGNC:20458	CRYGN	Q8WXF5 crystallin, gamma N	7q36.1
12117	HGNC:20460	GBGT1	Q8N5D6 globoside alpha-1,3-N-acetylgalactosaminyltransferase 1	9q34.13-q34.3
12118	HGNC:20461	NME7	Q9Y5B8 NME/NM23 family member 7	1q24.2
12119	HGNC:20465	SMC5	Q8IY18 structural maintenance of chromosomes 5	9q21.11
12120	HGNC:20466	SMC6	Q96SB8 structural maintenance of chromosomes 6	2p24.3
12121	HGNC:20470	LSM7	Q9UK45 LSM7 homolog, U6 small nuclear RNA associated (S. cerevisiae)	19p13.3
12122	HGNC:20471	LSM8	O95777 LSM8 homolog, U6 small nuclear RNA associated (S. cerevisiae)	7q31.31
12123	HGNC:20472	LSM1	O15116 LSM1 homolog, U6 small nuclear RNA associated (S. cerevisiae)	8p11.2
12124	HGNC:20473	BRIP1	Q9BX63 BRCA1 interacting protein C-terminal helicase 1	17q22.2
12125	HGNC:20474	TMC8	Q8IU68 transmembrane channel-like 8	17q25.3
12126	HGNC:20476	DUSP21	Q9H596 dual specificity phosphatase 21	Xp11.4-p11.23
12127	HGNC:20477	WFDC5	Q8TCV5 WAP four-disulfide core domain 5	20q13.11
12128	HGNC:20478	WFDC11	Q8NEX6 WAP four-disulfide core domain 11	20q13.12
12129	HGNC:20479	WFDC10B	Q8IUB3 WAP four-disulfide core domain 10B	20q13.12
12130	HGNC:20480	GBP4	Q96PP9 guanylate binding protein 4	1p22.2
12131	HGNC:20482	WDFY2	Q96P53 WD repeat and FYVE domain containing 2	13q14.12
12132	HGNC:20484	BLACE	A4D250 B-cell acute lymphoblastic leukemia expressed	7q36
12133	HGNC:20485	USP12	O75317 ubiquitin specific peptidase 12	13q12.13
12134	HGNC:20486	UBAC2	Q8NBM4 UBA domain containing 2	13q32.3
12135	HGNC:20487	NOXRED1	Q6NXP6 NADP-dependent oxidoreductase domain containing 1	14q24.3
12136	HGNC:20488	L3HYPDH	Q96EM0 L-3-hydroxyproline dehydratase (trans-)	14q23.1
12137	HGNC:20489	WDR89	Q96FK6 WD repeat domain 89	14q23.2
12138	HGNC:20491	FAM181A	Q8N9Y4 family with sequence similarity 181, member A	14q32.12
12139	HGNC:20492	APOPT1	Q96IL0 apoptogenic 1, mitochondrial	14q32.33
12140	HGNC:20493	SETD3	Q86TU7 SET domain containing 3	14q32.2
12141	HGNC:20494	FSCB	Q5H9T9 fibrous sheath CABYR binding protein	14q21.3
12142	HGNC:20495	SLIRP	Q9GZT3 SRA stem-loop interacting RNA binding protein	14q24.3
12143	HGNC:20498	C14orf159	Q7Z3D6 chromosome 14 open reading frame 159	14q32.11
12144	HGNC:20499	L2HGDH	Q9H9P8 L-2-hydroxyglutarate dehydrogenase	14q22.1
12145	HGNC:20500	CATSPERB	Q9H7T0 catsper channel auxiliary subunit beta	14q32.12
12146	HGNC:20502	SLC39A5	Q6ZMH5 solute carrier family 39 (zinc transporter), member 5	12q13.3
12147	HGNC:20503	HIST2H3C	Q71DI3 histone cluster 2, H3c	1q21.2
12148	HGNC:20505	HIST2H3A	Q71DI3 histone cluster 2, H3a	1q21.2
12149	HGNC:20507	HIST3H2A	Q7L7L0 histone cluster 3, H2a	1q42.13
12150	HGNC:20508	HIST2H2AB	Q8IUE6 histone cluster 2, H2ab	1q21.2
12151	HGNC:20509	ZC3H14	Q6PJT7 zinc finger CCCH-type containing 14	14q31.3
12152	HGNC:20510	HIST4H4	P62805 histone cluster 4, H4	12p12.3
12153	HGNC:20511	TMEM121	Q9BTD3 transmembrane protein 121	14q32.33
12154	HGNC:20512	BRMS1L	Q5PSV4 breast cancer metastasis-suppressor 1-like	14q13.1
12155	HGNC:20514	HIST3H2BB	Q8N257 histone cluster 3, H2bb	1q42.13
12156	HGNC:20521	KRTAP10-4	P60372 keratin associated protein 10-4	21q22.3
12157	HGNC:20523	KRTAP10-6	P60371 keratin associated protein 10-6	21q22.3
12158	HGNC:20525	KRTAP10-8	P60410 keratin associated protein 10-8	21q22.3
12159	HGNC:20528	KRTAP10-11	P60412 keratin associated protein 10-11	21q22.3
12160	HGNC:20529	KRTAP12-1	P59990 keratin associated protein 12-1	21q22.3
12161	HGNC:20530	KRTAP12-2	P59991 keratin associated protein 12-2	21q22.3
12162	HGNC:20531	KRTAP12-3	P60328 keratin associated protein 12-3	21q22.3
12163	HGNC:20532	KRTAP12-4	P60329 keratin associated protein 12-4	21q22.3
