Symbol	UniProt	UMLS_CUI	SE_name	Qval
4724	CHRNA7	P36544 cholinergic receptor, nicotinic, alpha 7 (neuronal)	C0037763	Muscle spasms	6.4265e-09
4725	DRD3	P35462 dopamine receptor D3	C0037763	Muscle spasms	6.4265e-09
4726	HTR2B	P41595 5-hydroxytryptamine (serotonin) receptor 2B, G protein-coupled	C0037763	Muscle spasms	6.4265e-09
4727	HTR2C	P28335 5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled	C0037763	Muscle spasms	6.4265e-09
4728	DPP4	P27487 dipeptidyl-peptidase 4	C0877322	Muscle tightness	6.4265e-09
4729	CHRNA4	P43681 cholinergic receptor, nicotinic, alpha 4 (neuronal)	C0231530	Muscle twitching	6.4265e-09
4730	HRH1	P35367 histamine receptor H1	C0231530	Muscle twitching	6.4265e-09
4731	CHRNA7	P36544 cholinergic receptor, nicotinic, alpha 7 (neuronal)	C0231530	Muscle twitching	6.4265e-09
4732	CHRNA1	P02708 cholinergic receptor, nicotinic, alpha 1 (muscle)	C0231530	Muscle twitching	6.4265e-09
4733	CHRNG	P07510 cholinergic receptor, nicotinic, gamma (muscle)	C0231530	Muscle twitching	6.4265e-09
4734	GABRA6	Q16445 gamma-aminobutyric acid (GABA) A receptor, alpha 6	C0231530	Muscle twitching	6.4265e-09
4735	GABRA1	P14867 gamma-aminobutyric acid (GABA) A receptor, alpha 1	C0231530	Muscle twitching	6.4265e-09
4736	HTR1D	P28221 5-hydroxytryptamine (serotonin) receptor 1D, G protein-coupled	C0231530	Muscle twitching	6.4265e-09
4737	OPRM1	P35372 opioid receptor, mu 1	C0231530	Muscle twitching	6.4265e-09
4738	HTR1B	P28222 5-hydroxytryptamine (serotonin) receptor 1B, G protein-coupled	C0151786	Muscular weakness	6.4265e-09
4739	DRD3	P35462 dopamine receptor D3	C0151786	Muscular weakness	6.4265e-09
4740	PGR	P06401 progesterone receptor	C0151786	Muscular weakness	6.4265e-09
4741	PTGS1	P23219 prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)	C0151786	Muscular weakness	6.4265e-09
4742	GABRA4	P48169 gamma-aminobutyric acid (GABA) A receptor, alpha 4	C0151786	Muscular weakness	6.4265e-09
4743	GABRA6	Q16445 gamma-aminobutyric acid (GABA) A receptor, alpha 6	C0151786	Muscular weakness	6.4265e-09
4744	AR	P10275 androgen receptor	C0151786	Muscular weakness	6.4265e-09
4745	OPRM1	P35372 opioid receptor, mu 1	C0151786	Muscular weakness	6.4265e-09
4746	ESR2	Q92731 estrogen receptor 2 (ER beta)	C0151786	Muscular weakness	6.4265e-09
4747	GABRA1	P14867 gamma-aminobutyric acid (GABA) A receptor, alpha 1	C0151786	Muscular weakness	6.4265e-09
4748	ANGPT1	Q15389 angiopoietin 1	C0151786	Muscular weakness	6.4265e-09
4749	ACHE	P22303 acetylcholinesterase (Yt blood group)	C0151786	Muscular weakness	6.4265e-09
4750	DCK	P27707 deoxycytidine kinase	C0151786	Muscular weakness	6.4265e-09
4751	SRD5A1	P18405 steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)	C0026857	Musculoskeletal disorder	6.4265e-09
4752	CYP19A1	P11511 cytochrome P450, family 19, subfamily A, polypeptide 1	C0026857	Musculoskeletal disorder	6.4265e-09
4753	SRD5A2	P31213 steroid-5-alpha-reductase, alpha polypeptide 2 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 2)	C0026857	Musculoskeletal disorder	6.4265e-09
4754	AKR1D1	P51857 aldo-keto reductase family 1, member D1	C0026857	Musculoskeletal disorder	6.4265e-09
4755	HRH1	P35367 histamine receptor H1	C0948525	Musculoskeletal stiffness	6.4265e-09
4756	DRD2	P14416 dopamine receptor D2	C0948525	Musculoskeletal stiffness	6.4265e-09
4757	DRD3	P35462 dopamine receptor D3	C0948525	Musculoskeletal stiffness	6.4265e-09
4758	DHODH	Q02127 dihydroorotate dehydrogenase (quinone)	C0231528	Myalgia	6.4265e-09
4759	BCHE	P06276 butyrylcholinesterase	C0231528	Myalgia	6.4265e-09
4760	CYP2C9	P11712 cytochrome P450, family 2, subfamily C, polypeptide 9	C0231528	Myalgia	6.4265e-09
4761	CYP3A4	P08684 cytochrome P450, family 3, subfamily A, polypeptide 4	C0231528	Myalgia	6.4265e-09
4762	DHFR	P00374 dihydrofolate reductase	C0231528	Myalgia	6.4265e-09
4763	CYP19A1	P11511 cytochrome P450, family 19, subfamily A, polypeptide 1	C0231528	Myalgia	6.4265e-09
4764	HSD17B1	P14061 hydroxysteroid (17-beta) dehydrogenase 1	C0231528	Myalgia	6.4265e-09
4765	HTR1A	P08908 5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled	C0231528	Myalgia	6.4265e-09
4766	NR3C1	P04150 nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	C0231528	Myalgia	6.4265e-09
4767	ESR2	Q92731 estrogen receptor 2 (ER beta)	C0231528	Myalgia	6.4265e-09
4768	DCK	P27707 deoxycytidine kinase	C0231528	Myalgia	6.4265e-09
4769	CYP2A6	P11509 cytochrome P450, family 2, subfamily A, polypeptide 6	C0231528	Myalgia	6.4265e-09
4770	PTGER4	P35408 prostaglandin E receptor 4 (subtype EP4)	C0231528	Myalgia	6.4265e-09
4771	PDE5A	O76074 phosphodiesterase 5A, cGMP-specific	C0231528	Myalgia	6.4265e-09
4772	CYP17A1	P05093 cytochrome P450, family 17, subfamily A, polypeptide 1	C0231528	Myalgia	6.4265e-09
4773	PDE11A	Q9HCR9 phosphodiesterase 11A	C0231528	Myalgia	6.4265e-09
4774	PTGS2	P35354 prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	C0231528	Myalgia	6.4265e-09
4775	DPP4	P27487 dipeptidyl-peptidase 4	C0231528	Myalgia	6.4265e-09
4776	PDE4A	P27815 phosphodiesterase 4A, cAMP-specific	C0231528	Myalgia	6.4265e-09
4777	MTNR1A	P48039 melatonin receptor 1A	C0231528	Myalgia	6.4265e-09
4778	KCNH2	Q12809 potassium voltage-gated channel, subfamily H (eag-related), member 2	C0231528	Myalgia	6.4265e-09
4779	CYSLTR1	Q9Y271 cysteinyl leukotriene receptor 1	C0231528	Myalgia	6.4265e-09
4780	SLC15A2	Q16348 solute carrier family 15 (oligopeptide transporter), member 2	C0231528	Myalgia	6.4265e-09
4781	HTR3A	P46098 5-hydroxytryptamine (serotonin) receptor 3A, ionotropic	C0231528	Myalgia	6.4265e-09
4782	CA2	P00918 carbonic anhydrase II	C0231528	Myalgia	6.4265e-09
4783	CYSLTR2	Q9NS75 cysteinyl leukotriene receptor 2	C0231528	Myalgia	6.4265e-09
4784	CACNA1D	Q01668 calcium channel, voltage-dependent, L type, alpha 1D subunit	C0231528	Myalgia	6.4265e-09
4785	HTR2C	P28335 5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled	C0231528	Myalgia	6.4265e-09
4786	ADRB2	P07550 adrenoceptor beta 2, surface	C0231528	Myalgia	6.4265e-09
4787	MTNR1B	P49286 melatonin receptor 1B	C0231528	Myalgia	6.4265e-09
4788	ABCB1	P08183 ATP-binding cassette, sub-family B (MDR/TAP), member 1	C0231528	Myalgia	6.4265e-09
4789	NEU2	Q9Y3R4 sialidase 2 (cytosolic sialidase)	C0231528	Myalgia	6.4265e-09
4790	FDPS	P14324 farnesyl diphosphate synthase	C0231528	Myalgia	6.4265e-09
4791	PGR	P06401 progesterone receptor	C0231528	Myalgia	6.4265e-09
4792	HTR1D	P28221 5-hydroxytryptamine (serotonin) receptor 1D, G protein-coupled	C0231528	Myalgia	6.4265e-09
4793	NQO2	P16083 NAD(P)H dehydrogenase, quinone 2	C0231528	Myalgia	6.4265e-09
4794	CNR2	P34972 cannabinoid receptor 2 (macrophage)	C0231528	Myalgia	6.4265e-09
4795	ACE	P12821 angiotensin I converting enzyme	C0231528	Myalgia	6.4265e-09
4796	HTR1B	P28222 5-hydroxytryptamine (serotonin) receptor 1B, G protein-coupled	C0231528	Myalgia	6.4265e-09
4797	PDE4B	Q07343 phosphodiesterase 4B, cAMP-specific	C0231528	Myalgia	6.4265e-09
4798	PTGS1	P23219 prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)	C0231528	Myalgia	6.4265e-09
4799	KDR	P35968 kinase insert domain receptor (a type III receptor tyrosine kinase)	C0231528	Myalgia	6.4265e-09
4800	DRD2	P14416 dopamine receptor D2	C0231528	Myalgia	6.4265e-09
4801	CYP51A1	Q16850 cytochrome P450, family 51, subfamily A, polypeptide 1	C0231528	Myalgia	6.4265e-09
4802	DRD3	P35462 dopamine receptor D3	C0026961	Mydriasis	6.4265e-09
4803	HTR7	P34969 5-hydroxytryptamine (serotonin) receptor 7, adenylate cyclase-coupled	C0026961	Mydriasis	6.4265e-09
4804	ADRA1A	P35348 adrenoceptor alpha 1A	C0026961	Mydriasis	6.4265e-09
4805	HTR1A	P08908 5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled	C0026961	Mydriasis	6.4265e-09
4806	DRD5	P21918 dopamine receptor D5	C0026961	Mydriasis	6.4265e-09
4807	HTR6	P50406 5-hydroxytryptamine (serotonin) receptor 6, G protein-coupled	C0026961	Mydriasis	6.4265e-09
4808	OPRM1	P35372 opioid receptor, mu 1	C0026961	Mydriasis	6.4265e-09
4809	SLC6A2	P23975 solute carrier family 6 (neurotransmitter transporter), member 2	C0026961	Mydriasis	6.4265e-09
4810	HRH1	P35367 histamine receptor H1	C0026961	Mydriasis	6.4265e-09
4811	HTR2B	P41595 5-hydroxytryptamine (serotonin) receptor 2B, G protein-coupled	C0026961	Mydriasis	6.4265e-09
4812	HTR2C	P28335 5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled	C0026961	Mydriasis	6.4265e-09
4813	SLC6A4	P31645 solute carrier family 6 (neurotransmitter transporter), member 4	C0026961	Mydriasis	6.4265e-09
4814	HRH2	P25021 histamine receptor H2	C0026961	Mydriasis	6.4265e-09
4815	HRH1	P35367 histamine receptor H1	C0026975	Myelitis	6.4265e-09
4816	CHRNA1	P02708 cholinergic receptor, nicotinic, alpha 1 (muscle)	C0340515	Myocardial depression	6.4265e-09
4817	CHRNG	P07510 cholinergic receptor, nicotinic, gamma (muscle)	C0340515	Myocardial depression	6.4265e-09
4818	HRH1	P35367 histamine receptor H1	C0340515	Myocardial depression	6.4265e-09
4819	PRSS2	P07478 protease, serine, 2 (trypsin 2)	C0027051	Myocardial infarction	6.4265e-09
4820	AKR1C3	P42330 aldo-keto reductase family 1, member C3	C0027051	Myocardial infarction	6.4265e-09
4821	SLC6A4	P31645 solute carrier family 6 (neurotransmitter transporter), member 4	C0027051	Myocardial infarction	6.4265e-09
4822	TUBD1	Q9UJT1 tubulin, delta 1	C0027051	Myocardial infarction	6.4265e-09
4823	ADRB3	P13945 adrenoceptor beta 3	C0027051	Myocardial infarction	6.4265e-09
4824	ACE	P12821 angiotensin I converting enzyme	C0027051	Myocardial infarction	6.4265e-09
4825	ALB	P02768 albumin	C0027051	Myocardial infarction	6.4265e-09
4826	KCNH2	Q12809 potassium voltage-gated channel, subfamily H (eag-related), member 2	C0027051	Myocardial infarction	6.4265e-09
4827	PTGS1	P23219 prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)	C0027051	Myocardial infarction	6.4265e-09
4828	TUBG2	Q9NRH3 tubulin, gamma 2	C0027051	Myocardial infarction	6.4265e-09
4829	DRD2	P14416 dopamine receptor D2	C0027051	Myocardial infarction	6.4265e-09
4830	MAOB	P27338 monoamine oxidase B	C0027051	Myocardial infarction	6.4265e-09
4831	HSD17B1	P14061 hydroxysteroid (17-beta) dehydrogenase 1	C0027051	Myocardial infarction	6.4265e-09
4832	PGR	P06401 progesterone receptor	C0027051	Myocardial infarction	6.4265e-09
4833	PTGER2	P43116 prostaglandin E receptor 2 (subtype EP2), 53kDa	C0027051	Myocardial infarction	6.4265e-09
4834	HTR1D	P28221 5-hydroxytryptamine (serotonin) receptor 1D, G protein-coupled	C0027051	Myocardial infarction	6.4265e-09
4835	AKR1C2	P52895 aldo-keto reductase family 1, member C2	C0027051	Myocardial infarction	6.4265e-09
4836	HTR1A	P08908 5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled	C0027051	Myocardial infarction	6.4265e-09
4837	PTGER1	P34995 prostaglandin E receptor 1 (subtype EP1), 42kDa	C0027051	Myocardial infarction	6.4265e-09
4838	TOP2A	P11388 topoisomerase (DNA) II alpha 170kDa	C0027051	Myocardial infarction	6.4265e-09
4839	NR3C1	P04150 nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	C0027051	Myocardial infarction	6.4265e-09
4840	PDE6C	P51160 phosphodiesterase 6C, cGMP-specific, cone, alpha prime	C0027051	Myocardial infarction	6.4265e-09
4841	PTGER4	P35408 prostaglandin E receptor 4 (subtype EP4)	C0027051	Myocardial infarction	6.4265e-09
4842	PDE5A	O76074 phosphodiesterase 5A, cGMP-specific	C0027051	Myocardial infarction	6.4265e-09
4843	CYP17A1	P05093 cytochrome P450, family 17, subfamily A, polypeptide 1	C0027051	Myocardial infarction	6.4265e-09
4844	F2	P00734 coagulation factor II (thrombin)	C0027051	Myocardial infarction	6.4265e-09
4845	ABCB1	P08183 ATP-binding cassette, sub-family B (MDR/TAP), member 1	C0027051	Myocardial infarction	6.4265e-09
4846	ABCG2	Q9UNQ0 ATP-binding cassette, sub-family G (WHITE), member 2	C0027051	Myocardial infarction	6.4265e-09
4847	HTR1B	P28222 5-hydroxytryptamine (serotonin) receptor 1B, G protein-coupled	C0027051	Myocardial infarction	6.4265e-09
4848	SCN2A	Q99250 sodium channel, voltage-gated, type II, alpha subunit	C0027051	Myocardial infarction	6.4265e-09
4849	KDR	P35968 kinase insert domain receptor (a type III receptor tyrosine kinase)	C0027051	Myocardial infarction	6.4265e-09
4850	SLC6A3	Q01959 solute carrier family 6 (neurotransmitter transporter), member 3	C0027051	Myocardial infarction	6.4265e-09
4851	TUBA3D	Q13748 tubulin, alpha 3d	C0027051	Myocardial infarction	6.4265e-09
4852	HDAC8	Q9BY41 histone deacetylase 8	C0027051	Myocardial infarction	6.4265e-09
4853	THRB	P10828 thyroid hormone receptor, beta	C0027051	Myocardial infarction	6.4265e-09
4854	SLC29A1	Q99808 solute carrier family 29 (equilibrative nucleoside transporter), member 1	C0027051	Myocardial infarction	6.4265e-09
4855	ESR2	Q92731 estrogen receptor 2 (ER beta)	C0027051	Myocardial infarction	6.4265e-09
4856	HTR2C	P28335 5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled	C0027051	Myocardial infarction	6.4265e-09
4857	PTGS2	P35354 prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	C0027051	Myocardial infarction	6.4265e-09
4858	SLC6A2	P23975 solute carrier family 6 (neurotransmitter transporter), member 2	C0027051	Myocardial infarction	6.4265e-09
4859	ADRA1A	P35348 adrenoceptor alpha 1A	C0027051	Myocardial infarction	6.4265e-09
4860	PDE11A	Q9HCR9 phosphodiesterase 11A	C0027051	Myocardial infarction	6.4265e-09
4861	HTR2A	P28223 5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled	C0027051	Myocardial infarction	6.4265e-09
4862	HTR3A	P46098 5-hydroxytryptamine (serotonin) receptor 3A, ionotropic	C0027051	Myocardial infarction	6.4265e-09
4863	CYP19A1	P11511 cytochrome P450, family 19, subfamily A, polypeptide 1	C0151744	Myocardial ischaemia	6.4265e-09
4864	F10	P00742 coagulation factor X	C0151744	Myocardial ischaemia	6.4265e-09
4865	HTR1B	P28222 5-hydroxytryptamine (serotonin) receptor 1B, G protein-coupled	C0151744	Myocardial ischaemia	6.4265e-09
4866	HTR1D	P28221 5-hydroxytryptamine (serotonin) receptor 1D, G protein-coupled	C0151744	Myocardial ischaemia	6.4265e-09
4867	PDE5A	O76074 phosphodiesterase 5A, cGMP-specific	C0151744	Myocardial ischaemia	6.4265e-09
4868	CYP17A1	P05093 cytochrome P450, family 17, subfamily A, polypeptide 1	C0151744	Myocardial ischaemia	6.4265e-09
4869	KCNQ3	O43525 potassium voltage-gated channel, KQT-like subfamily, member 3	C0027066	Myoclonus	6.4265e-09
4870	OPRM1	P35372 opioid receptor, mu 1	C0027066	Myoclonus	6.4265e-09
4871	OPRK1	P41145 opioid receptor, kappa 1	C0027066	Myoclonus	6.4265e-09
4872	SLC6A4	P31645 solute carrier family 6 (neurotransmitter transporter), member 4	C0027066	Myoclonus	6.4265e-09
4873	SLC6A2	P23975 solute carrier family 6 (neurotransmitter transporter), member 2	C0027066	Myoclonus	6.4265e-09
4874	MAOB	P27338 monoamine oxidase B	C0027066	Myoclonus	6.4265e-09
4875	HMGCR	P04035 3-hydroxy-3-methylglutaryl-CoA reductase	C0027080	Myoglobinuria	6.4265e-09
4876	BCHE	P06276 butyrylcholinesterase	C0027080	Myoglobinuria	6.4265e-09
4877	ITGAL	P20701 integrin, alpha L (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide)	C0027080	Myoglobinuria	6.4265e-09
4878	DCK	P27707 deoxycytidine kinase	C0026848	Myopathy	6.4265e-09
4879	HMGCR	P04035 3-hydroxy-3-methylglutaryl-CoA reductase	C0026848	Myopathy	6.4265e-09
4880	PDE5A	O76074 phosphodiesterase 5A, cGMP-specific	C0027092	Myopia	6.4265e-09
4881	REN	P00797 renin	C0027121	Myositis	6.4265e-09
4882	ADRB3	P13945 adrenoceptor beta 3	C0027125	Myotonia	6.4265e-09
4883	ADRB1	P08588 adrenoceptor beta 1	C0027125	Myotonia	6.4265e-09
4884	KCNQ3	O43525 potassium voltage-gated channel, KQT-like subfamily, member 3	C0221345	Nail discolouration	6.4265e-09
4885	ADRA1B	P35368 adrenoceptor alpha 1B	C0027404	Narcolepsy	6.4265e-09
4886	NISCH	Q9Y2I1 nischarin	C0027424	Nasal congestion	6.4265e-09
4887	HTR1D	P28221 5-hydroxytryptamine (serotonin) receptor 1D, G protein-coupled	C0027424	Nasal congestion	6.4265e-09
4888	HNMT	P50135 histamine N-methyltransferase	C0027424	Nasal congestion	6.4265e-09
4889	NCS1	P62166 neuronal calcium sensor 1	C0027424	Nasal congestion	6.4265e-09
4890	PAH	P00439 phenylalanine hydroxylase	C0027424	Nasal congestion	6.4265e-09
4891	ESR2	Q92731 estrogen receptor 2 (ER beta)	C0027424	Nasal congestion	6.4265e-09
4892	HTR1B	P28222 5-hydroxytryptamine (serotonin) receptor 1B, G protein-coupled	C0027424	Nasal congestion	6.4265e-09
4893	ADRB2	P07550 adrenoceptor beta 2, surface	C0027424	Nasal congestion	6.4265e-09
4894	PGR	P06401 progesterone receptor	C0027424	Nasal congestion	6.4265e-09
4895	ADRB1	P08588 adrenoceptor beta 1	C0027424	Nasal congestion	6.4265e-09
4896	ADRB3	P13945 adrenoceptor beta 3	C0027424	Nasal congestion	6.4265e-09
4897	HTR1A	P08908 5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled	C0027424	Nasal congestion	6.4265e-09
4898	HRH1	P35367 histamine receptor H1	C0027424	Nasal congestion	6.4265e-09
4899	OPRM1	P35372 opioid receptor, mu 1	C0027424	Nasal congestion	6.4265e-09
4900	SLC6A3	Q01959 solute carrier family 6 (neurotransmitter transporter), member 3	C0027424	Nasal congestion	6.4265e-09
4901	ADORA2A	P29274 adenosine A2a receptor	C0027424	Nasal congestion	6.4265e-09
4902	SLC6A4	P31645 solute carrier family 6 (neurotransmitter transporter), member 4	C0027424	Nasal congestion	6.4265e-09
4903	PDE5A	O76074 phosphodiesterase 5A, cGMP-specific	C0027424	Nasal congestion	6.4265e-09
4904	HTR2C	P28335 5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled	C0027424	Nasal congestion	6.4265e-09
4905	SLC6A2	P23975 solute carrier family 6 (neurotransmitter transporter), member 2	C0027424	Nasal congestion	6.4265e-09
4906	HTR1E	P28566 5-hydroxytryptamine (serotonin) receptor 1E, G protein-coupled	C0027424	Nasal congestion	6.4265e-09
4907	HTR7	P34969 5-hydroxytryptamine (serotonin) receptor 7, adenylate cyclase-coupled	C0027424	Nasal congestion	6.4265e-09
4908	HTR6	P50406 5-hydroxytryptamine (serotonin) receptor 6, G protein-coupled	C0027424	Nasal congestion	6.4265e-09
4909	HTR3A	P46098 5-hydroxytryptamine (serotonin) receptor 3A, ionotropic	C0027424	Nasal congestion	6.4265e-09
4910	KCNH2	Q12809 potassium voltage-gated channel, subfamily H (eag-related), member 2	C0027424	Nasal congestion	6.4265e-09
4911	ADRA2B	P18089 adrenoceptor alpha 2B	C0858259	Nasal discomfort	6.4265e-09
4912	ADRA2C	P18825 adrenoceptor alpha 2C	C0858259	Nasal discomfort	6.4265e-09
4913	ADRA1D	P25100 adrenoceptor alpha 1D	C0858259	Nasal discomfort	6.4265e-09
4914	PDE5A	O76074 phosphodiesterase 5A, cGMP-specific	C0231919	Nasal dryness	6.4265e-09
4915	HRH1	P35367 histamine receptor H1	C0231919	Nasal dryness	6.4265e-09
4916	HTR2A	P28223 5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled	C0231919	Nasal dryness	6.4265e-09
4917	CHRM1	P11229 cholinergic receptor, muscarinic 1	C0231919	Nasal dryness	6.4265e-09
4918	CHRM2	P08172 cholinergic receptor, muscarinic 2	C0231919	Nasal dryness	6.4265e-09
4919	NEU2	Q9Y3R4 sialidase 2 (cytosolic sialidase)	C2718128	Nasal inflammation	6.4265e-09
4920	ADRA1A	P35348 adrenoceptor alpha 1A	C0027429	Nasal obstruction	6.4265e-09
4921	PDE5A	O76074 phosphodiesterase 5A, cGMP-specific	C0475765	Nasal oedema	6.4265e-09
4922	HSD17B1	P14061 hydroxysteroid (17-beta) dehydrogenase 1	C0475765	Nasal oedema	6.4265e-09
4923	CYP2A13	Q16696 cytochrome P450, family 2, subfamily A, polypeptide 13	C0264267	Nasal ulcer	6.4265e-09
4924	DPP4	P27487 dipeptidyl-peptidase 4	C0027441	Nasopharyngitis	6.4265e-09
4925	KCNJ1	P48048 potassium inwardly-rectifying channel, subfamily J, member 1	C0027497	Nausea	6.4265e-09
4926	SLC15A2	Q16348 solute carrier family 15 (oligopeptide transporter), member 2	C0027497	Nausea	6.4265e-09
4927	BCHE	P06276 butyrylcholinesterase	C0027497	Nausea	6.4265e-09
4928	ADORA1	P30542 adenosine A1 receptor	C0027497	Nausea	6.4265e-09
4929	ALB	P02768 albumin	C0027497	Nausea	6.4265e-09
4930	HTR1B	P28222 5-hydroxytryptamine (serotonin) receptor 1B, G protein-coupled	C0027497	Nausea	6.4265e-09
4931	ACE	P12821 angiotensin I converting enzyme	C0027497	Nausea	6.4265e-09
